"Pr.SPAM","Pr.HAM","Class","Type"
1.07666162082314e-219,2.47148934731419e-170,FALSE,"EASYHAM"
7.43581386891144e-46,6.01547734455234e-41,FALSE,"EASYHAM"
7.00410928552127e-159,7.44385153298055e-130,FALSE,"EASYHAM"
2.16077612934902e-99,1.82646455919731e-80,FALSE,"EASYHAM"
1.21707684599812e-73,6.67379944803911e-62,FALSE,"EASYHAM"
1.83383080091776e-142,3.95736888128846e-116,FALSE,"EASYHAM"
9.71598519705539e-102,1.06052160530096e-90,FALSE,"EASYHAM"
6.1911850611228e-143,6.20421757242804e-104,FALSE,"EASYHAM"
1.13452624052504e-61,3.46985389524182e-57,FALSE,"EASYHAM"
3.95737349982541e-148,3.97061539154725e-123,FALSE,"EASYHAM"
2.19708153581454e-193,3.25218284054288e-162,FALSE,"EASYHAM"
1.64034714517163e-181,3.9299782073664e-137,FALSE,"EASYHAM"
9.56732337259657e-209,3.20891016360917e-176,FALSE,"EASYHAM"
5.95935044719515e-55,1.51473861682309e-49,FALSE,"EASYHAM"
0,3.58085147025459e-270,FALSE,"EASYHAM"
1.16407463219404e-276,5.82462713749302e-219,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.543132846505e-194,5.74748643523599e-138,FALSE,"EASYHAM"
3.03196086903661e-247,1.30859044582509e-184,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.81747411601914e-112,1.53367385013063e-76,FALSE,"EASYHAM"
7.98485504556035e-45,1.2300926733272e-35,FALSE,"EASYHAM"
1.18912132352482e-164,2.94007198970712e-126,FALSE,"EASYHAM"
2.74189188320987e-199,2.29085040258644e-135,FALSE,"EASYHAM"
1.14710377051422e-98,1.37465347204486e-72,FALSE,"EASYHAM"
1.29660095187142e-123,5.15240135136449e-104,FALSE,"EASYHAM"
2.05115252158001e-279,1.16802953490598e-191,FALSE,"EASYHAM"
2.11525865125113e-67,1.20159126001538e-55,FALSE,"EASYHAM"
6.50984359560717e-204,2.33744252431147e-130,FALSE,"EASYHAM"
1.83033689150321e-171,9.41226062415086e-116,FALSE,"EASYHAM"
6.26231246265128e-159,7.05198270164616e-121,FALSE,"EASYHAM"
7.50850202944054e-106,2.06036413447808e-93,FALSE,"EASYHAM"
1.28204954036052e-107,4.87129857358939e-76,FALSE,"EASYHAM"
7.15294587746907e-161,8.90485233555878e-120,FALSE,"EASYHAM"
5.28924853359595e-141,9.19052301792731e-118,FALSE,"EASYHAM"
2.81510430491771e-220,3.1627915681158e-156,FALSE,"EASYHAM"
5.30410658050869e-299,1.04713361227831e-227,FALSE,"EASYHAM"
2.9428677173405e-229,6.54619522927108e-172,FALSE,"EASYHAM"
2.2726586486308e-239,4.1669348443247e-171,FALSE,"EASYHAM"
3.2749724738344e-182,4.03600201513495e-134,FALSE,"EASYHAM"
9.22923958349487e-185,2.40061232481347e-137,FALSE,"EASYHAM"
3.58490452344276e-75,2.30252505007769e-72,FALSE,"EASYHAM"
1.51772512919505e-236,1.54467726707089e-191,FALSE,"EASYHAM"
8.31159206431583e-291,2.15096480717154e-224,FALSE,"EASYHAM"
1.67438272371651e-138,9.67634620812721e-97,FALSE,"EASYHAM"
6.51023780652496e-128,7.943247701153e-106,FALSE,"EASYHAM"
3.60350099859354e-152,2.80471245101321e-123,FALSE,"EASYHAM"
3.87129031616083e-176,3.2191578939854e-148,FALSE,"EASYHAM"
4.09799367091001e-129,1.51649514970019e-104,FALSE,"EASYHAM"
1.2015365811874e-136,1.2447204659225e-108,FALSE,"EASYHAM"
4.29775089070496e-154,5.26424784362893e-105,FALSE,"EASYHAM"
8.60894850684336e-209,1.3170526320079e-131,FALSE,"EASYHAM"
6.12659239687228e-78,2.87174935655742e-71,FALSE,"EASYHAM"
2.36374887810622e-70,3.64599610979454e-62,FALSE,"EASYHAM"
7.89921125764661e-37,1.37989368598263e-31,FALSE,"EASYHAM"
4.93521775756987e-229,8.61930688055433e-168,FALSE,"EASYHAM"
4.7530443965175e-232,2.40759933471606e-193,FALSE,"EASYHAM"
1.10258326856409e-79,1.91157447524307e-63,FALSE,"EASYHAM"
2.44869389264076e-33,2.009321999661e-36,TRUE,"EASYHAM"
3.11143726174836e-52,6.474069909248e-43,FALSE,"EASYHAM"
9.18469593653037e-218,2.06766751863742e-177,FALSE,"EASYHAM"
3.64487407165468e-231,8.30522309619445e-186,FALSE,"EASYHAM"
1.3273957423951e-110,4.74505627795249e-95,FALSE,"EASYHAM"
1.87899879621548e-170,2.5150834749233e-143,FALSE,"EASYHAM"
1.56725207812389e-268,1.01876501856507e-229,FALSE,"EASYHAM"
6.74466219031914e-181,5.79867054239384e-152,FALSE,"EASYHAM"
1.89632365148288e-70,2.58887211489605e-64,FALSE,"EASYHAM"
8.22259592446636e-311,1.75364596046937e-231,FALSE,"EASYHAM"
1.59979562467945e-125,4.12150136773866e-95,FALSE,"EASYHAM"
9.24634244710839e-283,2.43204478312566e-228,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.738821672528e-60,9.62435522997196e-62,TRUE,"EASYHAM"
1.738821672528e-60,9.62435522997196e-62,TRUE,"EASYHAM"
3.20924338376988e-68,3.48425322722762e-66,FALSE,"EASYHAM"
7.89595971184003e-150,6.0467955964114e-117,FALSE,"EASYHAM"
1.738821672528e-62,7.69948418397757e-65,TRUE,"EASYHAM"
1.47496752890696e-57,1.00178044512746e-59,TRUE,"EASYHAM"
2.75428173182366e-149,2.600736653427e-125,FALSE,"EASYHAM"
7.94573418290285e-253,5.43012176757463e-209,FALSE,"EASYHAM"
1.114723294688e-310,4.12613347741075e-248,FALSE,"EASYHAM"
0,1.99981643423802e-268,FALSE,"EASYHAM"
0,4.79790475211738e-297,FALSE,"EASYHAM"
9.47590588277813e-78,1.0877448333774e-58,FALSE,"EASYHAM"
1.6651793414348e-88,2.23763202352924e-84,FALSE,"EASYHAM"
5.87794384932821e-272,4.86435473625515e-228,FALSE,"EASYHAM"
6.21179861670206e-91,1.38499628645584e-77,FALSE,"EASYHAM"
6.55462972132436e-143,9.32390523043907e-119,FALSE,"EASYHAM"
3.53018880202991e-134,8.30429434592146e-125,FALSE,"EASYHAM"
2.22086181689765e-121,2.39852205103044e-97,FALSE,"EASYHAM"
1.73313396669839e-204,5.51904036240115e-147,FALSE,"EASYHAM"
1.46280474947733e-84,2.26117711441203e-63,FALSE,"EASYHAM"
3.07922787062329e-142,6.4608949687568e-99,FALSE,"EASYHAM"
3.54011447570259e-120,4.13836261244089e-104,FALSE,"EASYHAM"
8.84472190765246e-63,1.05825605286567e-51,FALSE,"EASYHAM"
1.09209741880274e-178,1.50190288709168e-159,FALSE,"EASYHAM"
2.37675611029986e-112,4.44611909193871e-143,TRUE,"EASYHAM"
1.35330679021449e-104,3.62911329419026e-82,FALSE,"EASYHAM"
4.7003038241241e-180,3.8149484988393e-153,FALSE,"EASYHAM"
1.14758862620694e-201,1.75615669774634e-167,FALSE,"EASYHAM"
1.32101823860774e-127,2.12352250584639e-92,FALSE,"EASYHAM"
1.08965636815874e-172,3.99426707705833e-120,FALSE,"EASYHAM"
3.72797688884367e-129,1.59710222405699e-84,FALSE,"EASYHAM"
2.7647007381702e-163,5.55774186981389e-149,FALSE,"EASYHAM"
4.99364618793492e-171,9.60480192800736e-144,FALSE,"EASYHAM"
2.7278510280962e-217,3.01987169141427e-189,FALSE,"EASYHAM"
1.05987818952882e-118,7.07530729715236e-94,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.79856775289588e-161,1.41832569857552e-119,FALSE,"EASYHAM"
9.99365051021589e-205,2.68890172282465e-153,FALSE,"EASYHAM"
2.03076889298239e-200,2.40035080489071e-142,FALSE,"EASYHAM"
1.04360774914518e-173,1.46576462855299e-116,FALSE,"EASYHAM"
1.4508364303584e-121,1.09946747831706e-85,FALSE,"EASYHAM"
8.47283282676628e-81,6.4664421392509e-48,FALSE,"EASYHAM"
1.42739776480592e-133,4.00802401529449e-98,FALSE,"EASYHAM"
1.26753420473543e-193,4.42822480431904e-127,FALSE,"EASYHAM"
2.17764541382511e-113,9.83120075881421e-81,FALSE,"EASYHAM"
3.9751972642953e-114,1.04955443826192e-93,FALSE,"EASYHAM"
5.05681399652229e-116,3.41632508421946e-88,FALSE,"EASYHAM"
1.47643393821022e-197,7.19764134755068e-158,FALSE,"EASYHAM"
9.02582012125402e-231,7.56791661267806e-174,FALSE,"EASYHAM"
4.65051528622679e-241,7.50124669501053e-172,FALSE,"EASYHAM"
5.06696625001883e-199,4.8491922532884e-132,FALSE,"EASYHAM"
2.71733113331485e-142,4.29122379590626e-104,FALSE,"EASYHAM"
7.71730921543912e-229,1.16328255596448e-169,FALSE,"EASYHAM"
7.89544939712459e-245,1.17276304415846e-171,FALSE,"EASYHAM"
2.82043201020573e-297,4.51019438298012e-222,FALSE,"EASYHAM"
9.148868039546e-187,1.93032990729449e-136,FALSE,"EASYHAM"
2.27828048328634e-252,1.45002965277321e-193,FALSE,"EASYHAM"
0,6.24291999471366e-292,FALSE,"EASYHAM"
3.51781133218291e-226,1.26025279305527e-174,FALSE,"EASYHAM"
4.47852969183222e-288,1.17646997485021e-221,FALSE,"EASYHAM"
1.88098004295931e-93,7.05918959782767e-66,FALSE,"EASYHAM"
1.98034817571172e-137,1.58297122108817e-112,FALSE,"EASYHAM"
1.36864369333794e-112,2.49027479665839e-70,FALSE,"EASYHAM"
1.27345282610745e-59,3.51820113358566e-45,FALSE,"EASYHAM"
1.61317964871548e-174,3.4144779059306e-136,FALSE,"EASYHAM"
3.98522534892166e-221,8.15347699892521e-142,FALSE,"EASYHAM"
5.1492651512644e-223,1.58591161609507e-164,FALSE,"EASYHAM"
2.33557060902405e-273,1.63601751458549e-207,FALSE,"EASYHAM"
6.53886120846927e-277,2.47500803176353e-194,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.50184532849784e-94,5.24398254390032e-73,FALSE,"EASYHAM"
0,2.07451853654873e-253,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.63952350902568e-260,1.99667130261141e-170,FALSE,"EASYHAM"
1.30789309465889e-202,1.13439259758952e-148,FALSE,"EASYHAM"
1.94984785709565e-150,1.16966354685171e-88,FALSE,"EASYHAM"
1.64269731685174e-74,3.61386670568846e-57,FALSE,"EASYHAM"
1.73572753387794e-193,3.8063804115769e-136,FALSE,"EASYHAM"
2.16560143885279e-285,8.19154029741301e-288,TRUE,"EASYHAM"
1.00151998517302e-159,7.06595262678549e-100,FALSE,"EASYHAM"
2.57839142554087e-279,6.22546576475594e-293,TRUE,"EASYHAM"
1.2302619780182e-155,7.96681100725609e-109,FALSE,"EASYHAM"
9.07233096852246e-69,4.75708809351526e-51,FALSE,"EASYHAM"
8.94631774589674e-108,3.40847124505732e-129,TRUE,"EASYHAM"
7.68278201400738e-149,2.6685645295586e-99,FALSE,"EASYHAM"
4.05982293554726e-185,1.11068199364843e-195,TRUE,"EASYHAM"
2.68132348643658e-111,1.62474397661293e-98,FALSE,"EASYHAM"
3.19200621291259e-119,1.76086208873288e-85,FALSE,"EASYHAM"
1.3959017711415e-138,2.85973889936867e-99,FALSE,"EASYHAM"
2.09166738057483e-49,2.0904264177855e-38,FALSE,"EASYHAM"
6.69907382183296e-240,2.22208089302154e-166,FALSE,"EASYHAM"
0,1.49133220820916e-222,FALSE,"EASYHAM"
1.98342348245837e-261,1.44155800052563e-186,FALSE,"EASYHAM"
7.0375038635195e-278,1.53651222638567e-199,FALSE,"EASYHAM"
3.11714229512081e-178,1.72541640015894e-146,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.35654043834773e-125,8.69927090825279e-86,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.89170948318047e-191,4.00552707977661e-147,FALSE,"EASYHAM"
1.38407550025967e-316,8.95534005178197e-247,FALSE,"EASYHAM"
5.57705915263765e-211,1.29238150236303e-158,FALSE,"EASYHAM"
1.80333960732055e-321,4.91853452273259e-220,FALSE,"EASYHAM"
1.29024783238697e-181,3.07284603452651e-122,FALSE,"EASYHAM"
1.08162093061157e-214,1.07359138483886e-137,FALSE,"EASYHAM"
1.35116552378441e-244,2.65953502938826e-166,FALSE,"EASYHAM"
4.16635582823172e-151,7.77986473594346e-119,FALSE,"EASYHAM"
0,6.62211380703437e-275,FALSE,"EASYHAM"
2.12147744066195e-303,1.42594613499565e-234,FALSE,"EASYHAM"
1.30295368452573e-310,2.17753525894641e-226,FALSE,"EASYHAM"
7.51954677128792e-227,2.54981694965439e-166,FALSE,"EASYHAM"
2.52538709857389e-62,3.62445350570042e-38,FALSE,"EASYHAM"
7.51954677128792e-227,2.54981694965439e-166,FALSE,"EASYHAM"
3.79114831451441e-138,1.43564962913336e-115,FALSE,"EASYHAM"
0,2.4648204847598e-264,FALSE,"EASYHAM"
1.38991284369768e-264,5.67959830916007e-184,FALSE,"EASYHAM"
3.34705857061883e-134,7.54518062796336e-109,FALSE,"EASYHAM"
1.79286759744263e-79,3.41436875560753e-50,FALSE,"EASYHAM"
1.09600978594665e-142,6.06814068272897e-124,FALSE,"EASYHAM"
9.40893978925395e-125,5.57309577839298e-88,FALSE,"EASYHAM"
1.54870692005239e-61,3.08013585534026e-53,FALSE,"EASYHAM"
0,3.84462836847057e-243,FALSE,"EASYHAM"
1.10948510044678e-123,1.22193271906252e-86,FALSE,"EASYHAM"
1.58794795328773e-129,2.68546640527629e-109,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.10137064794423e-186,7.66429262697426e-116,FALSE,"EASYHAM"
2.34263465344292e-194,3.40412849333959e-139,FALSE,"EASYHAM"
0,6.54159504312412e-269,FALSE,"EASYHAM"
2.64939724688499e-113,2.77580152125816e-97,FALSE,"EASYHAM"
0,1.8429811495567e-288,FALSE,"EASYHAM"
1.9190568369557e-167,2.78137334715674e-143,FALSE,"EASYHAM"
3.62726323758486e-194,2.32927142425442e-142,FALSE,"EASYHAM"
1.13307119290146e-278,1.77175960416882e-200,FALSE,"EASYHAM"
2.61059602844496e-300,1.38821172987487e-215,FALSE,"EASYHAM"
5.26482947837046e-232,4.27677014075006e-172,FALSE,"EASYHAM"
1.90688930503311e-239,1.77951528656105e-180,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.30012539711927e-264,5.09422331114837e-224,FALSE,"EASYHAM"
1.57157313842691e-220,1.49949932582719e-161,FALSE,"EASYHAM"
9.17882024317818e-200,7.89431458256688e-151,FALSE,"EASYHAM"
0,2.73106712901525e-283,FALSE,"EASYHAM"
2.30976082920462e-273,2.35257531253358e-198,FALSE,"EASYHAM"
1.95119490560141e-163,4.67650239340203e-122,FALSE,"EASYHAM"
3.22217014855479e-197,1.28718532719563e-144,FALSE,"EASYHAM"
4.6260984467858e-235,6.38743389303188e-167,FALSE,"EASYHAM"
5.57372590739773e-270,9.4772458814996e-194,FALSE,"EASYHAM"
3.65295789586353e-310,6.69339996391543e-217,FALSE,"EASYHAM"
5.32863976679363e-221,1.11975905237172e-160,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.46424550530006e-138,8.7129172423693e-98,FALSE,"EASYHAM"
1.58783939284011e-155,5.28994388841805e-112,FALSE,"EASYHAM"
2.85088445980024e-188,4.58105817437889e-133,FALSE,"EASYHAM"
2.42898427025782e-89,3.94196952191639e-50,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.1692462146148e-294,2.23649949473725e-225,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,2.30148169320671e-281,FALSE,"EASYHAM"
0,2.51746705020796e-312,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.26468101132959e-220,5.69957330901256e-155,FALSE,"EASYHAM"
5.57366628672235e-199,2.00952934890176e-153,FALSE,"EASYHAM"
2.5657853640414e-158,2.30866192069808e-117,FALSE,"EASYHAM"
0,1.3897656328312e-307,FALSE,"EASYHAM"
1.17633787232146e-309,1.0713379204451e-230,FALSE,"EASYHAM"
1.04185604540865e-260,2.15518256583967e-194,FALSE,"EASYHAM"
6.35906928064127e-252,2.487812958442e-182,FALSE,"EASYHAM"
5.07281224770443e-119,1.43078342502777e-74,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.72015118006869e-72,1.99079236843781e-58,FALSE,"EASYHAM"
7.41132307335451e-183,1.33670945205367e-118,FALSE,"EASYHAM"
7.2960676792977e-73,2.2646414528271e-58,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.16179820738414e-71,2.4524554925576e-55,FALSE,"EASYHAM"
1.04631910856003e-150,2.84043167388875e-103,FALSE,"EASYHAM"
2.92876890972839e-215,1.11662759522387e-151,FALSE,"EASYHAM"
1.984978944e-28,1.2266925731779e-17,FALSE,"EASYHAM"
3.30308510700194e-117,1.47683867271233e-63,FALSE,"EASYHAM"
4.962415968e-19,3.6112414998528e-17,FALSE,"EASYHAM"
1.33860706031381e-205,7.01858182705939e-138,FALSE,"EASYHAM"
6.05794863130895e-153,1.26920113399326e-140,FALSE,"EASYHAM"
4.78492250303062e-94,5.35727398550971e-64,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.04632443729988e-314,3.13038899742518e-181,FALSE,"EASYHAM"
0,2.04355791691001e-255,FALSE,"EASYHAM"
9.17479904327195e-321,7.76101042049681e-225,FALSE,"EASYHAM"
9.00363173674722e-174,8.6420344179492e-121,FALSE,"EASYHAM"
1.50319821878631e-166,5.51787535456737e-108,FALSE,"EASYHAM"
3.7441818536461e-114,9.8203926314092e-63,FALSE,"EASYHAM"
0,3.86700861936719e-227,FALSE,"EASYHAM"
0,1.93348192791106e-233,FALSE,"EASYHAM"
2.47706035651629e-293,2.34217698994159e-183,FALSE,"EASYHAM"
0,7.22738224327277e-252,FALSE,"EASYHAM"
0,4.10097947371822e-246,FALSE,"EASYHAM"
7.98674777543958e-242,7.19527181794704e-164,FALSE,"EASYHAM"
0,1.19285403538971e-305,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.04994224234682e-57,3.37015568696448e-36,FALSE,"EASYHAM"
4.00861312655978e-104,7.70547680560731e-69,FALSE,"EASYHAM"
8.42747307011372e-213,1.88231374707795e-158,FALSE,"EASYHAM"
6.83777791601441e-254,6.68342934436584e-187,FALSE,"EASYHAM"
7.16549271177123e-263,1.71465665704256e-182,FALSE,"EASYHAM"
4.72910343181478e-115,7.0090096449374e-74,FALSE,"EASYHAM"
1.14027566628704e-257,3.8792442823299e-192,FALSE,"EASYHAM"
4.76232520231812e-117,8.16608277023656e-74,FALSE,"EASYHAM"
9.21630055752261e-320,4.38584327339833e-238,FALSE,"EASYHAM"
8.8229327274167e-230,5.60060105319191e-128,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.44112151699097e-70,1.7344417535308e-41,FALSE,"EASYHAM"
0,2.34893256920754e-257,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.87373463767173e-77,7.24924431888605e-47,FALSE,"EASYHAM"
2.39149843945567e-78,1.19062344273345e-45,FALSE,"EASYHAM"
3.06837531105678e-168,1.71991708603995e-113,FALSE,"EASYHAM"
4.46321224165577e-137,1.5040222405219e-80,FALSE,"EASYHAM"
1.37058636054705e-165,1.44346929051057e-111,FALSE,"EASYHAM"
4.60446505595983e-133,2.06665996132602e-87,FALSE,"EASYHAM"
0,5.88058237743987e-236,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.04332057268228e-211,2.35583969860266e-117,FALSE,"EASYHAM"
0,4.44659081257122e-323,FALSE,"EASYHAM"
6.16564282071125e-318,1.74171811622305e-198,FALSE,"EASYHAM"
0,1.50564605223193e-312,FALSE,"EASYHAM"
0,4.18181559473093e-245,FALSE,"EASYHAM"
5.61555036342671e-80,7.01941158247284e-41,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.9536090538259e-158,1.95962979750006e-96,FALSE,"EASYHAM"
3.48530746303028e-204,8.68585648162208e-139,FALSE,"EASYHAM"
5.06813536410754e-74,3.20073610986758e-46,FALSE,"EASYHAM"
9.26501712092189e-159,3.28576415655639e-96,FALSE,"EASYHAM"
5.22196350713856e-53,4.8932575755295e-30,FALSE,"EASYHAM"
1.42315200895615e-310,5.37267741638043e-244,FALSE,"EASYHAM"
1.51472839421801e-204,6.41224060163145e-137,FALSE,"EASYHAM"
5.16360187278503e-213,4.93717391345518e-147,FALSE,"EASYHAM"
3.68805314585073e-283,1.03136803562298e-182,FALSE,"EASYHAM"
1.44500784169308e-288,2.66406561012877e-191,FALSE,"EASYHAM"
9.86712175794051e-229,1.98461112075425e-144,FALSE,"EASYHAM"
6.72491845597584e-235,1.31124933945555e-165,FALSE,"EASYHAM"
1.78538699730084e-277,2.90657106762348e-227,FALSE,"EASYHAM"
2.48419139187277e-79,1.41073376747371e-35,FALSE,"EASYHAM"
1.83324477220548e-154,1.30843706626597e-75,FALSE,"EASYHAM"
6.360841247155e-245,2.27790108248881e-131,FALSE,"EASYHAM"
9.39554506175473e-187,5.1916452941306e-105,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.04858635379705e-182,1.5519584246302e-130,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.46728627317788e-166,1.14979700442916e-95,FALSE,"EASYHAM"
6.1381627946496e-63,2.33968390024236e-41,FALSE,"EASYHAM"
2.31502680599394e-315,8.77103627541126e-234,FALSE,"EASYHAM"
0,2.2765663232711e-246,FALSE,"EASYHAM"
0,2.2765663232711e-246,FALSE,"EASYHAM"
5.62276323573883e-108,2.60342251103079e-85,FALSE,"EASYHAM"
4.63364292008187e-87,7.29966064186951e-61,FALSE,"EASYHAM"
2.69031761141163e-301,2.72663609312753e-186,FALSE,"EASYHAM"
3.51071774128512e-244,1.23174792141938e-193,FALSE,"EASYHAM"
7.21029468357919e-41,3.99761490699483e-27,FALSE,"EASYHAM"
3.88594017402491e-107,4.25047693297059e-62,FALSE,"EASYHAM"
7.72912189883959e-106,1.01197484752366e-72,FALSE,"EASYHAM"
1.89510108107593e-150,3.33185274213909e-76,FALSE,"EASYHAM"
8.79091777459385e-139,4.86227674157965e-91,FALSE,"EASYHAM"
8.53858732799568e-257,4.28246876805067e-198,FALSE,"EASYHAM"
3.74997102139947e-119,5.16389846184538e-84,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.4114271589794e-140,2.8187635291642e-109,FALSE,"EASYHAM"
1.61640900379387e-41,1.73363521405367e-28,FALSE,"EASYHAM"
4.4917244326771e-99,2.80393108769788e-67,FALSE,"EASYHAM"
4.78199451989834e-109,1.3775694398044e-76,FALSE,"EASYHAM"
1.65531885261416e-60,2.61553460963547e-34,FALSE,"EASYHAM"
6.26948356399118e-92,1.03500067839553e-54,FALSE,"EASYHAM"
4.99974442471843e-122,2.54024608401636e-68,FALSE,"EASYHAM"
5.29935572621536e-206,1.14016846259677e-127,FALSE,"EASYHAM"
3.31142731501901e-132,1.00807125605912e-89,FALSE,"EASYHAM"
7.96478409780467e-311,1.36645463319273e-194,FALSE,"EASYHAM"
2.30414063903264e-170,2.13170494777501e-102,FALSE,"EASYHAM"
1.11677297864754e-184,4.68736119123855e-117,FALSE,"EASYHAM"
1.69000433174255e-91,9.11459379514013e-47,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.56633154227805e-160,1.71849077730296e-84,FALSE,"EASYHAM"
9.2258012967839e-128,2.36309485924178e-74,FALSE,"EASYHAM"
1.48674525313666e-75,3.02233705315358e-51,FALSE,"EASYHAM"
6.37116882944847e-170,9.03363658445377e-123,FALSE,"EASYHAM"
1.3920484335654e-88,9.59867709502298e-51,FALSE,"EASYHAM"
2.74746416465436e-242,8.57087713362198e-150,FALSE,"EASYHAM"
3.09177317269294e-99,6.54510500177985e-51,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
8.54932669011372e-153,3.67613740969258e-120,FALSE,"EASYHAM"
2.60760612328628e-218,2.65585989683444e-131,FALSE,"EASYHAM"
4.92547846327259e-69,1.81037612162691e-29,FALSE,"EASYHAM"
7.4934088329869e-256,1.54964453250235e-135,FALSE,"EASYHAM"
1.62227287676837e-137,1.11543963097941e-71,FALSE,"EASYHAM"
4.94065645841247e-324,3.7301527130996e-204,FALSE,"EASYHAM"
7.35657492077439e-197,4.03998437839868e-124,FALSE,"EASYHAM"
1.19259719610259e-164,3.44046102585474e-107,FALSE,"EASYHAM"
6.87380911456151e-192,1.60610621843398e-124,FALSE,"EASYHAM"
3.51957360483692e-93,1.48267078713541e-58,FALSE,"EASYHAM"
1.62821321401118e-298,1.51625733053574e-220,FALSE,"EASYHAM"
1.98290850831194e-113,5.38307590912243e-64,FALSE,"EASYHAM"
3.68567883968917e-210,3.81189546169101e-141,FALSE,"EASYHAM"
1.9908951171254e-102,2.40480719560476e-83,FALSE,"EASYHAM"
5.53503739427353e-67,3.33708718197671e-51,FALSE,"EASYHAM"
4.41269184186739e-62,1.72493094616389e-41,FALSE,"EASYHAM"
1.30200366345922e-74,9.14901242364627e-61,FALSE,"EASYHAM"
3.16134809982439e-172,9.94884711078324e-153,FALSE,"EASYHAM"
3.30995858482905e-197,1.16423949720478e-155,FALSE,"EASYHAM"
4.42573332703392e-110,3.8589020532583e-89,FALSE,"EASYHAM"
1.53225836491014e-58,1.50044808185387e-26,FALSE,"EASYHAM"
3.65961323302544e-99,1.75855661563156e-76,FALSE,"EASYHAM"
1.16187906306842e-113,1.96936279283302e-68,FALSE,"EASYHAM"
3.64107767360514e-97,4.28353130811952e-64,FALSE,"EASYHAM"
1.05752909516919e-61,1.87091475745621e-33,FALSE,"EASYHAM"
1.00266977335729e-54,4.14166233189952e-32,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.1040835579046e-209,1.80428394188657e-172,FALSE,"EASYHAM"
7.3053348459601e-153,1.12285484503317e-86,FALSE,"EASYHAM"
3.0230681925769e-226,6.59501830842199e-145,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.95872400133118e-268,2.23773887645706e-180,FALSE,"EASYHAM"
4.75164101748037e-241,8.27530265790253e-181,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.28448622372586e-51,7.03693368495627e-35,FALSE,"EASYHAM"
6.8324610120453e-185,1.05831377726345e-102,FALSE,"EASYHAM"
5.73136850479797e-193,7.47359788066402e-139,FALSE,"EASYHAM"
2.24110604927547e-312,3.80710225183023e-265,FALSE,"EASYHAM"
6.71186266076192e-200,2.56823474480421e-148,FALSE,"EASYHAM"
7.80544016127602e-131,4.17473700487784e-90,FALSE,"EASYHAM"
8.57368897056862e-122,6.53147014010966e-72,FALSE,"EASYHAM"
5.70014636266261e-97,8.07700689954849e-75,FALSE,"EASYHAM"
8.41032944798811e-135,1.0351398092182e-97,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
7.6428523103229e-212,3.25104913797197e-132,FALSE,"EASYHAM"
5.67929755333008e-203,7.65071248393859e-138,FALSE,"EASYHAM"
2.63848606532045e-311,2.23043847027335e-254,FALSE,"EASYHAM"
1.57109747356803e-266,2.7533488393609e-202,FALSE,"EASYHAM"
5.37732519967191e-149,8.41959402772207e-93,FALSE,"EASYHAM"
6.97611444151238e-241,3.22170344485606e-164,FALSE,"EASYHAM"
