"term","frequency","density","occurrence"
"lloyd",3,9.26228951447078e-06,0.0012
"memories",6,1.85245790289416e-05,0.002
"mikkelson",1,3.08742983815693e-06,4e-04
"minister",12,3.70491580578831e-05,0.004
"nature",33,0.000101885184659179,0.0108
"nostradamus",3,9.26228951447078e-06,8e-04
"origins",12,3.70491580578831e-05,0.002
"pegged",1,3.08742983815693e-06,4e-04
"perceive",2,6.17485967631386e-06,8e-04
"pontificated",1,3.08742983815693e-06,4e-04
"presidential",12,3.70491580578831e-05,0.0028
"prime",9,2.77868685434123e-05,0.0032
"proclaimed",3,9.26228951447078e-06,0.0012
"quatrain",1,3.08742983815693e-06,4e-04
"quotes",28,8.6448035468394e-05,0.01
"ranking",10,3.08742983815693e-05,0.0036
"regaled",1,3.08742983815693e-06,4e-04
"resulted",10,3.08742983815693e-05,0.0036
"revel",2,6.17485967631386e-06,8e-04
"scraped",2,6.17485967631386e-06,8e-04
"scuttlebutt",1,3.08742983815693e-06,4e-04
"seemingly",6,1.85245790289416e-05,0.0024
"shirley",5,1.54371491907846e-05,0.0016
"shortcoming",1,3.08742983815693e-06,4e-04
"showcase",2,6.17485967631386e-06,8e-04
"site",192,0.00059278652892613,0.054
"sleeves",1,3.08742983815693e-06,4e-04
"snopes",4,1.23497193526277e-05,0.0012
"sort",103,0.000318005273330164,0.034
"source",207,0.000639097976498484,0.052
"speech",84,0.000259344106405182,0.0152
"spring",22,6.79234564394524e-05,0.008
"stark",4,1.23497193526277e-05,8e-04
"stellar",1,3.08742983815693e-06,4e-04
"stevie",1,3.08742983815693e-06,4e-04
"stories",31,9.57103249828648e-05,0.0116
"straining",1,3.08742983815693e-06,4e-04
"strategy",69,0.000213032658832828,0.0096
"study",56,0.000172896070936788,0.0136
"tale",7,2.16120088670985e-05,0.0028
"tales",4,1.23497193526277e-05,0.0012
"thus",61,0.000188333220127573,0.0172
"true",134,0.000413715598313028,0.0444
"unable",27,8.33606056302371e-05,0.0108
"updated",47,0.000145109202393376,0.0156
"upon",125,0.000385928729769616,0.0456
"village",16,4.93988774105108e-05,0.004
"waft",1,3.08742983815693e-06,4e-04
"washington",79,0.000243906957214397,0.0144
"waving",5,1.54371491907846e-05,0.002
"widely",20,6.17485967631386e-05,0.008
"wonder",45,0.000138934342717062,0.0176
"yarns",2,6.17485967631386e-06,8e-04
"yet",185,0.000571174520059032,0.0576
"admin",204,0.000629835686984013,0.0424
"advice",18,5.55737370868247e-05,0.0048
"behalf",95,0.000293305834624908,0.0332
"computers",73,0.000225382378185456,0.026
"hehe",2,6.17485967631386e-06,8e-04
"loaded",29,8.95354653065509e-05,0.0092
"newbie",3,9.26228951447078e-06,0.0012
"opnion",1,3.08742983815693e-06,4e-04
"pre",59,0.000182158360451259,0.0196
"seeks",27,8.33606056302371e-05,0.0072
"sorry",56,0.000172896070936788,0.0212
"theres",4,1.23497193526277e-05,0.0016
"tho",10,3.08742983815693e-05,0.004
"tryed",1,3.08742983815693e-06,4e-04
"antoin",2,6.17485967631386e-06,4e-04
"bas",1,3.08742983815693e-06,4e-04
"continuum",2,6.17485967631386e-06,8e-04
"copper",1,3.08742983815693e-06,4e-04
"covered",21,6.48360266012955e-05,0.008
"distances",1,3.08742983815693e-06,4e-04
"dls",1,3.08742983815693e-06,4e-04
"dsl",17,5.24863072486678e-05,0.0048
"dynamic",14,4.3224017734197e-05,0.0044
"eire",2,6.17485967631386e-06,4e-04
"foot",33,0.000101885184659179,0.0096
"greater",64,0.000197595509642043,0.0164
"handle",41,0.000126584623364434,0.016
"hilliard",1,3.08742983815693e-06,4e-04
"improve",35,0.000108060044335492,0.0072
"knowledge",53,0.000163633781422317,0.016
"lachtnain",1,3.08742983815693e-06,4e-04
"latency",7,2.16120088670985e-05,0.002
"newtonian",1,3.08742983815693e-06,4e-04
"nick",12,3.70491580578831e-05,0.0032
"perhaps",123,0.000379753870093302,0.04
"piece",36,0.000111147474173649,0.0128
"places",53,0.000163633781422317,0.0196
"reliability",9,2.77868685434123e-05,0.0028
"rtt",1,3.08742983815693e-06,4e-04
"stretching",2,6.17485967631386e-06,8e-04
"suffer",9,2.77868685434123e-05,0.0028
"syllables",1,3.08742983815693e-06,4e-04
"unfiltered",1,3.08742983815693e-06,4e-04
"worsening",2,6.17485967631386e-06,8e-04
"amusing",10,3.08742983815693e-05,0.004
"aspersions",1,3.08742983815693e-06,4e-04
"authoritative",6,1.85245790289416e-05,0.0024
"conclusion",13,4.01365878960401e-05,0.0048
"deny",15,4.63114475723539e-05,0.0028
"failed",64,0.000197595509642043,0.0184
"false",125,0.000385928729769616,0.026
"guy",62,0.00019142064996573,0.0188
"kasichainula",1,3.08742983815693e-06,4e-04
"manoj",1,3.08742983815693e-06,4e-04
"official",55,0.000169808641098631,0.016
"sounding",12,3.70491580578831e-05,0.0032
"spin",11,3.39617282197262e-05,0.0044
"status",82,0.000253169246728868,0.0252
"supports",28,8.6448035468394e-05,0.0104
"thick",3,9.26228951447078e-06,0.0012
"wot",1,3.08742983815693e-06,4e-04
"anonymously",3,9.26228951447078e-06,0.0012
"blamed",9,2.77868685434123e-05,0.0032
"chat",17,5.24863072486678e-05,0.0064
"clutter",6,1.85245790289416e-05,0.0024
"collected",20,6.17485967631386e-05,0.0056
"depends",43,0.000132759483040748,0.012
"dissident",4,1.23497193526277e-05,0.0016
"friends",141,0.000435327607180127,0.0252
"gonze",5,1.54371491907846e-05,0.002
"lucas",14,4.3224017734197e-05,0.0056
"means",134,0.000413715598313028,0.0428
"messenger",29,8.95354653065509e-05,0.006
"msn",59,0.000182158360451259,0.0164
"senders",12,3.70491580578831e-05,0.004
"surfed",2,6.17485967631386e-06,8e-04
"tool",41,0.000126584623364434,0.0152
"accurate",21,6.48360266012955e-05,0.008
"cares",15,4.63114475723539e-05,0.0036
"denying",3,9.26228951447078e-06,0.0012
"spinmeisters",1,3.08742983815693e-06,4e-04
"boardname",1,3.08742983815693e-06,4e-04
"busid",1,3.08742983815693e-06,4e-04
"correct",51,0.000157458921746003,0.018
"dbe",1,3.08742983815693e-06,4e-04
"defaultdepth",1,3.08742983815693e-06,4e-04
"depth",11,3.39617282197262e-05,0.0024
"desired",13,4.01365878960401e-05,0.0052
"device",105,0.000324180133006477,0.022
"dri",3,9.26228951447078e-06,0.0012
"endsection",4,1.23497193526277e-05,4e-04
"endsubsection",7,2.16120088670985e-05,4e-04
"extmod",1,3.08742983815693e-06,4e-04
"fbbpp",2,6.17485967631386e-06,4e-04
"glx",1,3.08742983815693e-06,4e-04
"higher",73,0.000225382378185456,0.0204
"hmmm",29,8.95354653065509e-05,0.0112
"horizsync",1,3.08742983815693e-06,4e-04
"identifier",4,1.23497193526277e-05,8e-04
"insmod",1,3.08742983815693e-06,4e-04
"lsmod",1,3.08742983815693e-06,4e-04
"lto",1,3.08742983815693e-06,4e-04
"marked",11,3.39617282197262e-05,0.004
"mode",66,0.000203770369318357,0.0204
"model",63,0.000194508079803886,0.0192
"modeline",2,6.17485967631386e-06,4e-04
"modelines",1,3.08742983815693e-06,4e-04
"modelname",1,3.08742983815693e-06,4e-04
"modes",9,2.77868685434123e-05,0.0036
"modules",76,0.000234644667699927,0.0212
"nasty",14,4.3224017734197e-05,0.0048
"neomagic",3,9.26228951447078e-06,4e-04
"nvdriver",2,6.17485967631386e-06,4e-04
"open",189,0.000583524239411659,0.048
"option",57,0.000175983500774945,0.02
"path",86,0.000265518966081496,0.0224
"pci",6,1.85245790289416e-05,0.002
"pex",1,3.08742983815693e-06,4e-04
"plus",42,0.000129672053202591,0.014
"reboot",20,6.17485967631386e-05,0.0052
"resulutions",1,3.08742983815693e-06,4e-04
"safely",6,1.85245790289416e-05,0.0024
"singfinicantly",1,3.08742983815693e-06,4e-04
"speedo",2,6.17485967631386e-06,8e-04
"subsection",8,2.46994387052554e-05,8e-04
"surprise",11,3.39617282197262e-05,0.0028
"terminal",39,0.00012040976368812,0.0096
"uncomment",2,6.17485967631386e-06,8e-04
"vendorname",2,6.17485967631386e-06,4e-04
"vertrefresh",1,3.08742983815693e-06,4e-04
"vim",3,9.26228951447078e-06,0.0012
"xfconfig",2,6.17485967631386e-06,4e-04
"xie",1,3.08742983815693e-06,4e-04
"xtrap",1,3.08742983815693e-06,4e-04
"chuck",29,8.95354653065509e-05,0.008
"homer",6,1.85245790289416e-05,0.0024
"simpson",4,1.23497193526277e-05,0.0016
"son",16,4.93988774105108e-05,0.004
"victory",6,1.85245790289416e-05,0.0024
"anecdotal",14,4.3224017734197e-05,0.0056
"bromides",1,3.08742983815693e-06,4e-04
"checked",54,0.000166721211260474,0.018
"deemed",9,2.77868685434123e-05,0.0036
"dippy",1,3.08742983815693e-06,4e-04
"eructed",1,3.08742983815693e-06,4e-04
"erudite",2,6.17485967631386e-06,8e-04
"exsqueeze",1,3.08742983815693e-06,4e-04
"fight",50,0.000154371491907846,0.0108
"grok",6,1.85245790289416e-05,0.0024
"hear",42,0.000129672053202591,0.0136
"idols",2,6.17485967631386e-06,8e-04
"innumerable",2,6.17485967631386e-06,8e-04
"inundating",1,3.08742983815693e-06,4e-04
"kill",30,9.26228951447078e-05,0.0116
"narrow",11,3.39617282197262e-05,0.0044
"powers",51,0.000157458921746003,0.0092
"profundities",1,3.08742983815693e-06,4e-04
"simply",81,0.000250081816890711,0.0288
"sources",55,0.000169808641098631,0.0176
"straight",39,0.00012040976368812,0.0144
"trick",32,9.87977548210217e-05,0.0116
"triplicate",2,6.17485967631386e-06,8e-04
"utterances",2,6.17485967631386e-06,8e-04
"whore",1,3.08742983815693e-06,4e-04
"anything",232,0.000716283722452407,0.0752
"dan",59,0.000182158360451259,0.0176
"luck",27,8.33606056302371e-05,0.0088
"night",90,0.000277868685434123,0.0244
"sunday",43,0.000132759483040748,0.0168
"wouldn",68,0.000209945228994671,0.0252
"absolute",19,5.86611669249816e-05,0.0072
"alcatel",2,6.17485967631386e-06,8e-04
"bridge",26,8.02731757920801e-05,0.0056
"configured",17,5.24863072486678e-05,0.006
"embedded",20,6.17485967631386e-05,0.006
"eth",1,3.08742983815693e-06,4e-04
"ethernet",12,3.70491580578831e-05,0.0032
"forget",23,7.10108862776093e-05,0.0084
"function",49,0.000151284062069689,0.0176
"interfaces",7,2.16120088670985e-05,0.0028
"kind",133,0.000410628168474871,0.0428
"looks",133,0.000410628168474871,0.0476
"manual",20,6.17485967631386e-05,0.0064
"minimum",5,1.54371491907846e-05,0.002
"modem",34,0.000104972614497336,0.008
"ports",30,9.26228951447078e-05,0.0064
"pppoe",10,3.08742983815693e-05,0.0016
"regards",75,0.00023155723786177,0.0284
"router",22,6.79234564394524e-05,0.0052
"speedtouch",2,6.17485967631386e-06,4e-04
"stack",11,3.39617282197262e-05,0.0024
"tells",26,8.02731757920801e-05,0.0092
"values",49,0.000151284062069689,0.0076
"vci",1,3.08742983815693e-06,4e-04
"vin",3,9.26228951447078e-06,0.0012
"advantage",64,0.000197595509642043,0.0192
"atlantic",10,3.08742983815693e-05,0.0024
"bjork",1,3.08742983815693e-06,4e-04
"business",241,0.00074407059099582,0.0528
"capita",8,2.46994387052554e-05,0.0024
"connections",25,7.71857459539232e-05,0.0096
"cultural",18,5.55737370868247e-05,0.0064
"curious",14,4.3224017734197e-05,0.0056
"curiousity",1,3.08742983815693e-06,4e-04
"dark",27,8.33606056302371e-05,0.0092
"distinction",20,6.17485967631386e-05,0.0064
"distraction",4,1.23497193526277e-05,0.0016
"downloading",10,3.08742983815693e-05,0.004
"dust",4,1.23497193526277e-05,0.0012
"eirikur",24,7.40983161157663e-05,0.0088
"example",223,0.000688496853908995,0.0624
"expanse",1,3.08742983815693e-06,4e-04
"farm",8,2.46994387052554e-05,0.0028
"fascination",3,9.26228951447078e-06,0.0012
"fiber",10,3.08742983815693e-05,0.0028
"gary",99,0.000305655553977536,0.0364
"garym",57,0.000175983500774945,0.0212
"hallgrimsson",11,3.39617282197262e-05,0.0044
"hectares",1,3.08742983815693e-06,4e-04
"hundred",21,6.48360266012955e-05,0.0068
"iceland",7,2.16120088670985e-05,0.0016
"island",11,3.39617282197262e-05,0.0044
"lawrence",103,0.000318005273330164,0.038
"lead",53,0.000163633781422317,0.0164
"leads",12,3.70491580578831e-05,0.0048
"locked",12,3.70491580578831e-05,0.004
"mad",17,5.24863072486678e-05,0.0048
"massive",23,7.10108862776093e-05,0.0072
"measured",14,4.3224017734197e-05,0.004
"mostly",57,0.000175983500774945,0.0192
"murphy",86,0.000265518966081496,0.0324
"pablo",22,6.79234564394524e-05,0.0088
"penetration",2,6.17485967631386e-06,8e-04
"picasso",45,0.000138934342717062,0.018
"rest",76,0.000234644667699927,0.0264
"ringed",3,9.26228951447078e-06,0.0012
"rivers",3,9.26228951447078e-06,8e-04
"rock",26,8.02731757920801e-05,0.0092
"sask",1,3.08742983815693e-06,4e-04
"saskatchewan",2,6.17485967631386e-06,8e-04
"saturation",4,1.23497193526277e-05,0.0012
"scientist",17,5.24863072486678e-05,0.0048
"shared",45,0.000138934342717062,0.0124
"sizes",15,4.63114475723539e-05,0.0052
"teledyn",115,0.000355054431388047,0.0184
"teledynamics",45,0.000138934342717062,0.018
"telephone",24,7.40983161157663e-05,0.006
"thousand",29,8.95354653065509e-05,0.0088
"ultra",8,2.46994387052554e-05,0.0032
"useless",61,0.000188333220127573,0.024
"videos",6,1.85245790289416e-05,0.002
"watching",47,0.000145109202393376,0.0168
"akd",1,3.08742983815693e-06,4e-04
"alphie",1,3.08742983815693e-06,4e-04
"bunch",45,0.000138934342717062,0.0164
"colums",2,6.17485967631386e-06,8e-04
"csd",1,3.08742983815693e-06,4e-04
"dewdney",3,9.26228951447078e-06,8e-04
"dougy",2,6.17485967631386e-06,8e-04
"dug",7,2.16120088670985e-05,0.0028
"faculty",2,6.17485967631386e-06,8e-04
"goodens",2,6.17485967631386e-06,8e-04
"hoffstadler",2,6.17485967631386e-06,8e-04
"homemade",2,6.17485967631386e-06,8e-04
"homunculids",1,3.08742983815693e-06,4e-04
"index",87,0.000268606395919653,0.0296
"omega",21,6.48360266012955e-05,0.0036
"omnibus",2,6.17485967631386e-06,8e-04
"ontario",6,1.85245790289416e-05,0.0024
"programming",78,0.00024081952737624,0.0128
"recreations",5,1.54371491907846e-05,0.0012
"ross",7,2.16120088670985e-05,0.0028
"sci",5,1.54371491907846e-05,0.002
"turing",5,1.54371491907846e-05,0.002
"uwo",1,3.08742983815693e-06,4e-04
"vat",1,3.08742983815693e-06,4e-04
"absent",3,9.26228951447078e-06,0.0012
"absolutely",34,0.000104972614497336,0.0128
"afford",18,5.55737370868247e-05,0.0048
"agree",85,0.000262431536243339,0.0276
"amavisd",6,1.85245790289416e-05,0.0012
"anyway",133,0.000410628168474871,0.0476
"assign",3,9.26228951447078e-06,0.0012
"assigning",13,4.01365878960401e-05,0.0028
"base",133,0.000410628168474871,0.0264
"basis",33,0.000101885184659179,0.012
"battle",32,9.87977548210217e-05,0.0088
"bear",15,4.63114475723539e-05,0.006
"becomes",28,8.6448035468394e-05,0.01
"benefit",46,0.000142021772555219,0.0124
"bring",46,0.000142021772555219,0.014
"cease",1,3.08742983815693e-06,4e-04
"charge",17,5.24863072486678e-05,0.0064
"clever",15,4.63114475723539e-05,0.0052
"clueless",9,2.77868685434123e-05,0.0032
"collect",15,4.63114475723539e-05,0.006
"comfortable",13,4.01365878960401e-05,0.0044
"consider",57,0.000175983500774945,0.022
"consist",1,3.08742983815693e-06,4e-04
"conversely",2,6.17485967631386e-06,8e-04
"copyright",122,0.000376666440255145,0.0388
"coup",3,9.26228951447078e-06,0.0012
"couple",75,0.00023155723786177,0.0256
"craig",26,8.02731757920801e-05,0.0088
"daniel",28,8.6448035468394e-05,0.0096
"dankohn",5,1.54371491907846e-05,0.0016
"desist",2,6.17485967631386e-06,8e-04
"discussion",43,0.000132759483040748,0.0148
"drop",40,0.000123497193526277,0.014
"drumming",3,9.26228951447078e-06,0.0012
"effectively",22,6.79234564394524e-05,0.0064
"either",162,0.000500163633781422,0.0572
"eliminating",3,9.26228951447078e-06,0.0012
"enforced",1,3.08742983815693e-06,4e-04
"everybody",39,0.00012040976368812,0.0096
"everyone",95,0.000293305834624908,0.034
"expense",13,4.01365878960401e-05,0.0052
"factor",16,4.93988774105108e-05,0.006
"fails",41,0.000126584623364434,0.0144
"fee",20,6.17485967631386e-05,0.0076
"filters",24,7.40983161157663e-05,0.0088
"forced",23,7.10108862776093e-05,0.0088
"forging",9,2.77868685434123e-05,0.0028
"fps",12,3.70491580578831e-05,0.0032
"frequently",23,7.10108862776093e-05,0.0092
"geek",136,0.000419890457989342,0.05
"habeas",69,0.000213032658832828,0.0072
"habeus",11,3.39617282197262e-05,0.0028
"hallikainen",2,6.17485967631386e-06,8e-04
"harold",5,1.54371491907846e-05,0.002
"heaven",126,0.000389016159607773,0.0464
"hil",6,1.85245790289416e-05,0.0016
"imo",16,4.93988774105108e-05,0.0052
"incarnations",2,6.17485967631386e-06,8e-04
"incentive",10,3.08742983815693e-05,0.0028
"include",126,0.000389016159607773,0.0308
"income",35,0.000108060044335492,0.008
"increasingly",30,9.26228951447078e-05,0.0068
"indirectly",4,1.23497193526277e-05,0.0016
"infringement",13,4.01365878960401e-05,0.0028
"installation",37,0.000114234904011806,0.0124
"justin",72,0.000222294948347299,0.024
"kohn",3,9.26228951447078e-06,0.0012
"latter",23,7.10108862776093e-05,0.0088
"lawsuits",19,5.86611669249816e-05,0.0056
"lawyer",14,4.3224017734197e-05,0.0044
"legit",12,3.70491580578831e-05,0.004
"letters",21,6.48360266012955e-05,0.0068
"license",32,9.87977548210217e-05,0.0088
"licensing",11,3.39617282197262e-05,0.004
"localize",3,9.26228951447078e-06,0.0012
"lockergnome",2,6.17485967631386e-06,8e-04
"loosely",2,6.17485967631386e-06,8e-04
"mason",48,0.000148196632231533,0.0184
"mimedefang",2,6.17485967631386e-06,8e-04
"mom",16,4.93988774105108e-05,0.0028
"moncur",5,1.54371491907846e-05,0.002
"monopolized",1,3.08742983815693e-06,4e-04
"mta",21,6.48360266012955e-05,0.0064
"needs",109,0.000336529852359105,0.0396
"newsletters",19,5.86611669249816e-05,0.0064
"nobody",64,0.000197595509642043,0.0212
"often",155,0.000478551624914324,0.0424
"otherwise",55,0.000169808641098631,0.0188
"pay",82,0.000253169246728868,0.0264
"paying",25,7.71857459539232e-05,0.008
"place",179,0.00055264994103009,0.06
"plugins",22,6.79234564394524e-05,0.0068
"points",69,0.000213032658832828,0.0224
"policing",2,6.17485967631386e-06,8e-04
"pops",4,1.23497193526277e-05,0.0016
"positive",39,0.00012040976368812,0.0112
"postage",1,3.08742983815693e-06,4e-04
"priced",5,1.54371491907846e-05,0.002
"privilege",5,1.54371491907846e-05,0.002
"pull",31,9.57103249828648e-05,0.012
"purpose",43,0.000132759483040748,0.0148
"questionable",6,1.85245790289416e-05,0.002
"quinlan",14,4.3224017734197e-05,0.0048
"reject",25,7.71857459539232e-05,0.0048
"remove",110,0.000339617282197262,0.0328
"rights",154,0.000475464195076167,0.046
"score",83,0.000256256676567025,0.0192
"scorers",1,3.08742983815693e-06,4e-04
"scores",59,0.000182158360451259,0.0144
"scoring",13,4.01365878960401e-05,0.0036
"sell",74,0.000228469808023613,0.0244
"serious",46,0.000142021772555219,0.0152
"several",113,0.000348879571711733,0.0372
"show",170,0.000524863072486678,0.0476
"smtp",31,9.57103249828648e-05,0.0076
"spammers",82,0.000253169246728868,0.0148
"stamps",1,3.08742983815693e-06,4e-04
"sue",14,4.3224017734197e-05,0.0036
"suing",5,1.54371491907846e-05,0.0016
"supporting",17,5.24863072486678e-05,0.0068
"tagged",10,3.08742983815693e-05,0.004
"thinkgeek",230,0.000710108862776093,0.0424
"threatening",11,3.39617282197262e-05,0.0036
"threshold",11,3.39617282197262e-05,0.0028
"thresholds",3,9.26228951447078e-06,0.0012
"topic",20,6.17485967631386e-05,0.0076
"trademark",12,3.70491580578831e-05,0.004
"unless",86,0.000265518966081496,0.0312
"vehicle",14,4.3224017734197e-05,0.0044
"violators",6,1.85245790289416e-05,0.0024
"warrant",11,3.39617282197262e-05,0.0032
"widespread",15,4.63114475723539e-05,0.0052
"zero",41,0.000126584623364434,0.0092
"directory",146,0.000450764756370911,0.0392
"filename",26,8.02731757920801e-05,0.0096
"zgrep",2,6.17485967631386e-06,8e-04
"csuvbakkhl",1,3.08742983815693e-06,4e-04
"eberaujuqivjo",1,3.08742983815693e-06,4e-04
"echo",105,0.000324180133006477,0.006
"elegant",4,1.23497193526277e-05,8e-04
"enigmail",2,6.17485967631386e-06,8e-04
"fileyouwant",1,3.08742983815693e-06,4e-04
"grep",25,7.71857459539232e-05,0.0076
"hlfsoozqzcmrtuyegsfyqpafwudjofpatmsyxbbhxsecw",1,3.08742983815693e-06,4e-04
"igzzbdfwmynawb",1,3.08742983815693e-06,4e-04
"iqevawubpwamahbxyzzsabaqh",1,3.08742983815693e-06,4e-04
"ireybrgpsitdolu",1,3.08742983815693e-06,4e-04
"kycm",1,3.08742983815693e-06,4e-04
"lfnwshwpdqolcat",1,3.08742983815693e-06,4e-04
"maccarthy",4,1.23497193526277e-05,0.0016
"mbichybftevcqubxtcamowjpmv",1,3.08742983815693e-06,4e-04
"mozdev",4,1.23497193526277e-05,0.0012
"mozilla",63,0.000194508079803886,0.0096
"nxxakkv",1,3.08742983815693e-06,4e-04
"omyqcugcezkalktyzueoprhlreaicuglmmechtuzovef",1,3.08742983815693e-06,4e-04
"personal",91,0.00028095611527228,0.0312
"qqgavnujjuwgdaycrqdvzanhkcfkdbba",1,3.08742983815693e-06,4e-04
"rrlzysmiuydrypduuxtablvsdcppwsqy",1,3.08742983815693e-06,4e-04
"solutions",40,0.000123497193526277,0.0084
"unzip",1,3.08742983815693e-06,4e-04
"waider",28,8.6448035468394e-05,0.0036
"wxphnihbs",1,3.08742983815693e-06,4e-04
"xmgdulgrufbpcoxiudfrexzzdojt",1,3.08742983815693e-06,4e-04
"zips",1,3.08742983815693e-06,4e-04
"bits",43,0.000132759483040748,0.0144
"bzimage",1,3.08742983815693e-06,4e-04
"cisco",7,2.16120088670985e-05,0.0028
"colin",17,5.24863072486678e-05,0.0048
"conf",59,0.000182158360451259,0.0128
"console",12,3.70491580578831e-05,0.0036
"cos",2,6.17485967631386e-06,8e-04
"design",101,0.00031183041365385,0.0176
"everyhting",1,3.08742983815693e-06,4e-04
"following",135,0.000416803028151185,0.0396
"inflexibly",1,3.08742983815693e-06,4e-04
"keepo",1,3.08742983815693e-06,4e-04
"linus",2,6.17485967631386e-06,8e-04
"religion",45,0.000138934342717062,0.0088
"shop",22,6.79234564394524e-05,0.0064
"speed",74,0.000228469808023613,0.0168
"stated",9,2.77868685434123e-05,0.0036
"timeout",11,3.39617282197262e-05,0.0036
"torvalds",1,3.08742983815693e-06,4e-04
"ttys",4,1.23497193526277e-05,8e-04
"unneeded",1,3.08742983815693e-06,4e-04
"unpopular",1,3.08742983815693e-06,4e-04
"upsetting",2,6.17485967631386e-06,8e-04
"whats",5,1.54371491907846e-05,0.002
"argued",13,4.01365878960401e-05,0.0044
"asked",83,0.000256256676567025,0.022
"firewall",35,0.000108060044335492,0.0064
"managed",45,0.000138934342717062,0.012
"olde",1,3.08742983815693e-06,4e-04
"onsite",2,6.17485967631386e-06,4e-04
"survey",15,4.63114475723539e-05,0.0032
"took",76,0.000234644667699927,0.0248
"uncapped",2,6.17485967631386e-06,8e-04
"weeks",49,0.000151284062069689,0.0172
"bbc",50,0.000154371491907846,0.0124
"crackmice",5,1.54371491907846e-05,4e-04
"gerry",4,1.23497193526277e-05,0.0016
"nireland",1,3.08742983815693e-06,4e-04
"short",85,0.000262431536243339,0.0264
"shtml",33,0.000101885184659179,0.012
"team",65,0.0002006829394802,0.0124
"fortean",12,3.70491580578831e-05,0.0024
"forteanbookreviews",1,3.08742983815693e-06,4e-04
"freeserve",4,1.23497193526277e-05,0.0016
"latest",105,0.000324180133006477,0.0372
"mvfiaa",76,0.000234644667699927,0.0304
"nessie",1,3.08742983815693e-06,4e-04
"reviews",8,2.46994387052554e-05,0.0032
"rutter",2,6.17485967631386e-06,4e-04
"subscribe",32,9.87977548210217e-05,0.0072
"underwater",2,6.17485967631386e-06,8e-04
"amount",67,0.000206857799156514,0.0204
"annoy",5,1.54371491907846e-05,0.0016
"bounced",3,9.26228951447078e-06,0.0012
"core",51,0.000157458921746003,0.0132
"coupled",1,3.08742983815693e-06,4e-04
"deisedesign",2,6.17485967631386e-06,4e-04
"deiseditor",1,3.08742983815693e-06,4e-04
"demonstration",2,6.17485967631386e-06,8e-04
"déise",1,3.08742983815693e-06,4e-04
"déiseditor",2,6.17485967631386e-06,4e-04
"easily",70,0.000216120088670985,0.0244
"effective",50,0.000154371491907846,0.0104
"elsewhere",30,9.26228951447078e-05,0.0104
"emails",25,7.71857459539232e-05,0.006
"explained",31,9.57103249828648e-05,0.0112
"falsely",3,9.26228951447078e-06,0.0012
"increase",69,0.000213032658832828,0.0148
"instant",36,0.000111147474173649,0.0076
"managing",16,4.93988774105108e-05,0.0064
"manner",16,4.93988774105108e-05,0.0064
"organisations",3,9.26228951447078e-06,8e-04
"product",90,0.000277868685434123,0.0244
"publish",14,4.3224017734197e-05,0.004
"recent",110,0.000339617282197262,0.0348
"regularly",16,4.93988774105108e-05,0.0056
"servers",83,0.000256256676567025,0.0212
"sites",76,0.000234644667699927,0.0164
"starting",62,0.00019142064996573,0.0232
"tel",15,4.63114475723539e-05,0.0056
"visit",30,9.26228951447078e-05,0.0096
"whelan",1,3.08742983815693e-06,4e-04
"cas",1,3.08742983815693e-06,4e-04
"construed",1,3.08742983815693e-06,4e-04
"contrary",10,3.08742983815693e-05,0.0036
"convert",9,2.77868685434123e-05,0.002
"documents",27,8.33606056302371e-05,0.006
"explicitly",23,7.10108862776093e-05,0.0088
"friendly",27,8.33606056302371e-05,0.0088
"lvirden",2,6.17485967631386e-06,4e-04
"palmos",4,1.23497193526277e-05,0.0012
"plucker",4,1.23497193526277e-05,0.0012
"problematic",7,2.16120088670985e-05,0.0028
"purl",1,3.08742983815693e-06,4e-04
"representing",4,1.23497193526277e-05,0.0016
"save",67,0.000206857799156514,0.0208
"sept",33,0.000101885184659179,0.0076
"sitescooper",13,4.01365878960401e-05,0.0012
"tcl",61,0.000188333220127573,0.0124
"url",708,0.0021859003254151,0.2628
"utility",10,3.08742983815693e-05,0.0036
"vancouver",3,9.26228951447078e-06,0.0012
"virden",3,9.26228951447078e-06,0.0012
"whether",119,0.000367404150740674,0.0328
"wondering",30,9.26228951447078e-05,0.0116
"abiword",7,2.16120088670985e-05,0.0016
"antiword",2,6.17485967631386e-06,8e-04
"barry",25,7.71857459539232e-05,0.0088
"barryg",2,6.17485967631386e-06,4e-04
"bofh",1,3.08742983815693e-06,4e-04
"consoled",2,6.17485967631386e-06,8e-04
"converts",9,2.77868685434123e-05,0.0032
"demon",2,6.17485967631386e-06,8e-04
"dexter",6,1.85245790289416e-05,0.0024
"gonzaga",2,6.17485967631386e-06,8e-04
"images",111,0.000342704712035419,0.0324
"kssp",1,3.08742983815693e-06,4e-04
"mabuhay",1,3.08742983815693e-06,4e-04
"openoffice",7,2.16120088670985e-05,0.0012
"png",3,9.26228951447078e-06,0.0012
"postscript",2,6.17485967631386e-06,8e-04
"upd",1,3.08742983815693e-06,4e-04
"winfield",2,6.17485967631386e-06,8e-04
"headline",32,9.87977548210217e-05,0.0128
"mailer",52,0.00016054635158416,0.018
"perl",637,0.00196669280690596,0.0528
"preferences",133,0.000410628168474871,0.0308
"pudge",73,0.000225382378185456,0.0212
"receiving",92,0.000284043545110437,0.036
"releases",33,0.000101885184659179,0.0128
"reserved",61,0.000188333220127573,0.024
"sid",139,0.000429152747503813,0.026
