"term","frequency","density","occurrence"
"³ô°í",1,5.00435378779538e-06,0.002
"³ô´ù",1,5.00435378779538e-06,0.002
"³ô¾æáö¸é¼­",2,1.00087075755908e-05,0.002
"³ôàº",4,2.00174151511815e-05,0.002
"´ë",1,5.00435378779538e-06,0.002
"´ë´üè÷",1,5.00435378779538e-06,0.002
"´ëçð»ýµéàì",1,5.00435378779538e-06,0.002
"´ëçñ",3,1.50130613633861e-05,0.002
"´õ",1,5.00435378779538e-06,0.002
"´ù¸¥",1,5.00435378779538e-06,0.002
"´ù½ã´â",1,5.00435378779538e-06,0.002
"µµàüàº",1,5.00435378779538e-06,0.002
"µç°í",2,1.00087075755908e-05,0.002
"µç¾ú¾ú´ù",1,5.00435378779538e-06,0.002
"µè°íàì¸ç",1,5.00435378779538e-06,0.002
"µî",2,1.00087075755908e-05,0.002
"µî¿¡",1,5.00435378779538e-06,0.002
"µîàº",1,5.00435378779538e-06,0.002
"µîàç",1,5.00435378779538e-06,0.002
"µû¶ó¼­",1,5.00435378779538e-06,0.002
"¶§",1,5.00435378779538e-06,0.002
"¶ß´â",3,1.50130613633861e-05,0.002
"¶ç´â",2,1.00087075755908e-05,0.002
"¶ççñ",3,1.50130613633861e-05,0.002
"·¯ºêçï¿ì½º",1,5.00435378779538e-06,0.002
"·î",1,5.00435378779538e-06,0.002
"¸¦",2,1.00087075755908e-05,0.002
"¸®¸ðµ¨¸µ",1,5.00435378779538e-06,0.002
"¸®½ºæ®¿¡¼­",1,5.00435378779538e-06,0.002
"¸¹¾æáö°í",3,1.50130613633861e-05,0.002
"¸¹àº",1,5.00435378779538e-06,0.002
"¸¹àì",2,1.00087075755908e-05,0.002
"¸»",1,5.00435378779538e-06,0.002
"¸¼à½",2,1.00087075755908e-05,0.002
"¸â°í",1,5.00435378779538e-06,0.002
"¸î",1,5.00435378779538e-06,0.002
"¸õàú",1,5.00435378779538e-06,0.002
"¸þàìå©¾÷¾ææ¼½ºæ®",1,5.00435378779538e-06,0.002
"¸þàï",1,5.00435378779538e-06,0.002
"¸þàïà»",3,1.50130613633861e-05,0.002
"¸þàïáö¼ò´â",1,5.00435378779538e-06,0.002
"¹«·æ¸¸",1,5.00435378779538e-06,0.002
"¹«â÷º°àûàî",1,5.00435378779538e-06,0.002
"¹×",2,1.00087075755908e-05,0.002
"¹ß°ü¸®»ç",1,5.00435378779538e-06,0.002
"¹ß¼ûçø¼­",1,5.00435378779538e-06,0.002
"¹æ¼û",4,2.00174151511815e-05,0.002
"¹æ¼ûºð¾ß",1,5.00435378779538e-06,0.002
"¹æ¼ûºð¾ß´â",1,5.00435378779538e-06,0.002
"¹æ¿µµç°í",1,5.00435378779538e-06,0.002
"¹ù²ù¾îº¸·á",1,5.00435378779538e-06,0.002
"¹ù¶÷àì",1,5.00435378779538e-06,0.002
"¹ù·î",1,5.00435378779538e-06,0.002
"¹ýµå½ã",2,1.00087075755908e-05,0.002
"¹ý·ü",1,5.00435378779538e-06,0.002
"º¸±â",3,1.50130613633861e-05,0.002
"º¸³»áö",1,5.00435378779538e-06,0.002
"º¸³»áö½ã¸é",1,5.00435378779538e-06,0.002
"º¸´ù",1,5.00435378779538e-06,0.002
"º¸çè",1,5.00435378779538e-06,0.002
"º¸çèºð¾ßàç",1,5.00435378779538e-06,0.002
"º»°ýàûàî",1,5.00435378779538e-06,0.002
"º»¸þàïàº",1,5.00435378779538e-06,0.002
"ºäæ¼",6,3.00261227267723e-05,0.002
"ºð¾ß",1,5.00435378779538e-06,0.002
"ºð¾ß°¡",1,5.00435378779538e-06,0.002
"ºð¾ß´â",1,5.00435378779538e-06,0.002
"ºð¾ß¿¡¼­",1,5.00435378779538e-06,0.002
"ºð¾ß¿¡¼­àç",1,5.00435378779538e-06,0.002
"ºð¾ßàì¸ç",1,5.00435378779538e-06,0.002
"ºñ·ôçï¿©",1,5.00435378779538e-06,0.002
"ºò¸®¿ì´â",2,1.00087075755908e-05,0.002
"ºò¸é¼­",1,5.00435378779538e-06,0.002
"ºõ¿¡",1,5.00435378779538e-06,0.002
"»ç½ç",1,5.00435378779538e-06,0.002
"»ç¿ëàú·î½á",1,5.00435378779538e-06,0.002
"»çàì¿¡¼±",1,5.00435378779538e-06,0.002
"»èá¦¿ä¸á",1,5.00435378779538e-06,0.002
"»ê¾÷àì",2,1.00087075755908e-05,0.002
"»ìàº",1,5.00435378779538e-06,0.002
"»ó´ëàûà¸·î",1,5.00435378779538e-06,0.002
"»óåâ",4,2.00174151511815e-05,0.002
"»óè²àì´ù",1,5.00435378779538e-06,0.002
"»õ·ó°ô",1,5.00435378779538e-06,0.002
"»ý°¢çøºáµµ",1,5.00435378779538e-06,0.002
"»ý°ü³ª°í",1,5.00435378779538e-06,0.002
"¼­á¡¿¡¼­µµ",1,5.00435378779538e-06,0.002
"¼±á¤µç¾ú´ù",1,5.00435378779538e-06,0.002
"¼±è£çï´â",2,1.00087075755908e-05,0.002
"¼º¿ì",1,5.00435378779538e-06,0.002
"¼îçîè£½ºæ®",2,1.00087075755908e-05,0.002
"¼îçîè£½ºæ®¶õ",1,5.00435378779538e-06,0.002
"¼îçîè£½ºæ®¿¡",1,5.00435378779538e-06,0.002
"¼îçîè£½ºæ®¿í",1,5.00435378779538e-06,0.002
"¼òáöçï°í",1,5.00435378779538e-06,0.002
"¼ö½å",1,5.00435378779538e-06,0.002
"¼ö½åà»°åºîçõ´ï´ù",1,5.00435378779538e-06,0.002
"¼ö¿ä°¡",1,5.00435378779538e-06,0.002
"¼öàí±¸á¶°¡",1,5.00435378779538e-06,0.002
"¼öàí¼ºàì",1,5.00435378779538e-06,0.002
"¼ø°£",1,5.00435378779538e-06,0.002
"¼øà§·î",1,5.00435378779538e-06,0.002
"½ºå¸àï¸®½ºæ®",1,5.00435378779538e-06,0.002
"½ºæ÷ã÷¸¶»çáö¸¦",1,5.00435378779538e-06,0.002
"½àµæàº",1,5.00435378779538e-06,0.002
"½ãàûµç´â",1,5.00435378779538e-06,0.002
"½ãàûµé",1,5.00435378779538e-06,0.002
"½ãàûà¸·î",1,5.00435378779538e-06,0.002
"½ãçèàïá¤",1,5.00435378779538e-06,0.002
"½å¼¼´ë",1,5.00435378779538e-06,0.002
"½åàôá÷àç",1,5.00435378779538e-06,0.002
"½ç¹«°æçè°ú",1,5.00435378779538e-06,0.002
"½ç¹«áö½ä",1,5.00435378779538e-06,0.002
"½ç¹«áö½äà»",1,5.00435378779538e-06,0.002
"½íàº",1,5.00435378779538e-06,0.002
"¾²àì´â",1,5.00435378779538e-06,0.002
"¾æ³ª¿î¼­",1,5.00435378779538e-06,0.002
"¾æ´ï¶ó",1,5.00435378779538e-06,0.002
"¾ç¼ºçï´â",1,5.00435378779538e-06,0.002
"¾êµµ·ï",1,5.00435378779538e-06,0.002
"¾ê½à´ï´ù",1,5.00435378779538e-06,0.002
"¾ë°ô",1,5.00435378779538e-06,0.002
"¾î´àºð¾ßº¸´ùµµ",1,5.00435378779538e-06,0.002
"¾î¶²",1,5.00435378779538e-06,0.002
"¾î¶³±î",1,5.00435378779538e-06,0.002
"¾õ¼­°¡°í",1,5.00435378779538e-06,0.002
"¾õ¼­àö´â",1,5.00435378779538e-06,0.002
"¾÷°èàç",1,5.00435378779538e-06,0.002
"¿¡¼­",1,5.00435378779538e-06,0.002
"¿©´ë»ýµé",1,5.00435378779538e-06,0.002
"¿©¸§¿¡",1,5.00435378779538e-06,0.002
"¿©¸§àì",1,5.00435378779538e-06,0.002
"¿©¼º»ó¸¸",1,5.00435378779538e-06,0.002
"¿¹»úàåçñ",1,5.00435378779538e-06,0.002
"¿¹àüºîåí",1,5.00435378779538e-06,0.002
"¿ã",1,5.00435378779538e-06,0.002
"¿ãçøµé¸é¼­",1,5.00435378779538e-06,0.002
"¿äáîà½àº",1,5.00435378779538e-06,0.002
"¿äáò",4,2.00174151511815e-05,0.002
"¿í",1,5.00435378779538e-06,0.002
"¿øçñ´ù¸é",1,5.00435378779538e-06,0.002
"¿ü±¹°è",1,5.00435378779538e-06,0.002
"¿ü±¹°èº¸´ù",1,5.00435378779538e-06,0.002
"¿ü¿¡",1,5.00435378779538e-06,0.002
"à¥¼­çîáß",1,5.00435378779538e-06,0.002
"à§çø¼­´â",1,5.00435378779538e-06,0.002
"à¯¹«º¸´ù´â",1,5.00435378779538e-06,0.002
"à¯¿ëçï°ô",1,5.00435378779538e-06,0.002
"à¯åë",1,5.00435378779538e-06,0.002
"à¯åëàç",1,5.00435378779538e-06,0.002
"àºçà",2,1.00087075755908e-05,0.002
"àºçà±ç",1,5.00435378779538e-06,0.002
"à»",1,5.00435378779538e-06,0.002
"àç",1,5.00435378779538e-06,0.002
"àç°åçñ",1,5.00435378779538e-06,0.002
"àç°çãà",1,5.00435378779538e-06,0.002
"àç¹«à§çè°ü¸®»ç",1,5.00435378779538e-06,0.002
"àçä¡·â°ú",1,5.00435378779538e-06,0.002
"àì",1,5.00435378779538e-06,0.002
"àìµé",1,5.00435378779538e-06,0.002
"àìµéàì¶ó¸é",1,5.00435378779538e-06,0.002
"àì¶§",1,5.00435378779538e-06,0.002
"àì¶ó",2,1.00087075755908e-05,0.002
"àì¹ì",1,5.00435378779538e-06,0.002
"àì¹ø",1,5.00435378779538e-06,0.002
"àì¿¡",1,5.00435378779538e-06,0.002
"àì¿ëãëáø",1,5.00435378779538e-06,0.002
"àìâêà¸·îàç",1,5.00435378779538e-06,0.002
"àìã³·³",1,5.00435378779538e-06,0.002
"àî±â°¡",2,1.00087075755908e-05,0.002
"àî±â¸®¿¡",1,5.00435378779538e-06,0.002
"àî±â¸ôàì¸¦",1,5.00435378779538e-06,0.002
"àî·â¼ö±þà»",1,5.00435378779538e-06,0.002
"àî·â¼ö±þàì",1,5.00435378779538e-06,0.002
"àî·â½ãàå",1,5.00435378779538e-06,0.002
"àî·â½ãàåàº",1,5.00435378779538e-06,0.002
"àîå×¸®¾î",8,4.00348303023631e-05,0.002
"àîå×¸®¾î°¡",1,5.00435378779538e-06,0.002
"àîåí³ý",2,1.00087075755908e-05,0.002
"àîçø",2,1.00087075755908e-05,0.002
"àï",1,5.00435378779538e-06,0.002
"àïçï°í",1,5.00435378779538e-06,0.002
"àô´ï´ù",1,5.00435378779538e-06,0.002
"àö´â",9,4.50391840901584e-05,0.002
"àö´ù",4,2.00174151511815e-05,0.002
"àö´ù¸é",1,5.00435378779538e-06,0.002
"àöà¸´ï",1,5.00435378779538e-06,0.002
"àöà¸¸ç",2,1.00087075755908e-05,0.002
"àöà¸¸é",2,1.00087075755908e-05,0.002
"àöà»¼ö·ï",1,5.00435378779538e-06,0.002
"àöáö",1,5.00435378779538e-06,0.002
"àú°ý¿ä¼ò¸¦",1,5.00435378779538e-06,0.002
"àú°ýáõ",1,5.00435378779538e-06,0.002
"àú°ýáõº¸±â",1,5.00435378779538e-06,0.002
"àú°ýáõà¸·î´â",1,5.00435378779538e-06,0.002
"àú°ýáõàº",1,5.00435378779538e-06,0.002
"àú°ýáõà»",1,5.00435378779538e-06,0.002
"àú°ýáõàì",2,1.00087075755908e-05,0.002
"àû°¡",1,5.00435378779538e-06,0.002
"àû±ø¼ºà»",1,5.00435378779538e-06,0.002
"àû³âºîåí",1,5.00435378779538e-06,0.002
"àü¹®¼º",1,5.00435378779538e-06,0.002
"àü¹®ççºî¸¶»çáö¼¾åí",1,5.00435378779538e-06,0.002
"àþàºàìµéàì",1,5.00435378779538e-06,0.002
"á¤º¸´â",1,5.00435378779538e-06,0.002
"á¤º¸º¸è£",1,5.00435378779538e-06,0.002
"á¤º¸åë½å¸á",1,5.00435378779538e-06,0.002
"á¦",1,5.00435378779538e-06,0.002
"á¶¿¡",1,5.00435378779538e-06,0.002
"áß¿¡¼­µµ",2,1.00087075755908e-05,0.002
"áß¿ä½ã",1,5.00435378779538e-06,0.002
"áá´ù",1,5.00435378779538e-06,0.002
"áá¾æáö°í",1,5.00435378779538e-06,0.002
"ááàº",1,5.00435378779538e-06,0.002
"ááà»±î",1,5.00435378779538e-06,0.002
"ááà»¹ý",1,5.00435378779538e-06,0.002
"áë¼ûçõ´ï´ù",1,5.00435378779538e-06,0.002
"áõ±ç",1,5.00435378779538e-06,0.002
"áõ±ç°èàç",1,5.00435378779538e-06,0.002
"áõ±ç»ç¿¡",1,5.00435378779538e-06,0.002
"áö°¡¸¦",1,5.00435378779538e-06,0.002
"áö¸ñ¹þ°í",1,5.00435378779538e-06,0.002
"áö¼ò",1,5.00435378779538e-06,0.002
"áöàïá¦",1,5.00435378779538e-06,0.002
"á÷¾÷àì",1,5.00435378779538e-06,0.002
"á÷¾÷àì´ù",2,1.00087075755908e-05,0.002
"á÷¾÷àî",1,5.00435378779538e-06,0.002
"á÷àåàîµéàì",1,5.00435378779538e-06,0.002
"á÷á¾",2,1.00087075755908e-05,0.002
"á÷á¾¿¡",1,5.00435378779538e-06,0.002
"á÷á¾à¸·îàç",1,5.00435378779538e-06,0.002
"á÷á¾à»",1,5.00435378779538e-06,0.002
"áøºñ¸¦",1,5.00435378779538e-06,0.002
"âêàì",1,5.00435378779538e-06,0.002
"ã¤¿ë",1,5.00435378779538e-06,0.002
"ãß¼¼",1,5.00435378779538e-06,0.002
"ãßãµitçð¿ø",1,5.00435378779538e-06,0.002
"ãßãµºäæ¼çð¿ø",1,5.00435378779538e-06,0.002
"ãëµæçøµîµµ·ï",1,5.00435378779538e-06,0.002
"ä¡¿­çß°í",1,5.00435378779538e-06,0.002
"ä«µå»çàç",1,5.00435378779538e-06,0.002
"äã·¯µð·ºåí¸¦",1,5.00435378779538e-06,0.002
"äéàìºí¹æ¼ûàç",1,5.00435378779538e-06,0.002
"å¬¸¯çï½ã¾î",1,5.00435378779538e-06,0.002
"åäá¾àîåí³ý",1,5.00435378779538e-06,0.002
"åëçø¼­µµ",1,5.00435378779538e-06,0.002
"åõàú",1,5.00435378779538e-06,0.002
"åõàú»ó´ã»ç",1,5.00435378779538e-06,0.002
"åõàú»ó´ã»ç³ª",1,5.00435378779538e-06,0.002
"æ¯è÷",1,5.00435378779538e-06,0.002
"æð¼ç",1,5.00435378779538e-06,0.002
"æð¼çºð¾ß´â",1,5.00435378779538e-06,0.002
"ç¥çö·âàì",1,5.00435378779538e-06,0.002
"çã¶ô¾øàì",1,5.00435378779538e-06,0.002
"ççºî°¡",1,5.00435378779538e-06,0.002
"ççºî°ú",1,5.00435378779538e-06,0.002
"ççºî°ü¸®»ç",3,1.50130613633861e-05,0.002
"çê¿äçï´ù",1,5.00435378779538e-06,0.002
"çì¾îµðàúàì³ê",1,5.00435378779538e-06,0.002
"çï°í",1,5.00435378779538e-06,0.002
"çï·á¸é",1,5.00435378779538e-06,0.002
"çï¹ý±â",1,5.00435378779538e-06,0.002
"çï¹ý±â±îáö",1,5.00435378779538e-06,0.002
"çïàú",1,5.00435378779538e-06,0.002
"çïáö¸¸",3,1.50130613633861e-05,0.002
"çð¿øµéµµ",1,5.00435378779538e-06,0.002
"çð¿ø¿¡¼­àç",1,5.00435378779538e-06,0.002
"çñ´ù°å³ª",1,5.00435378779538e-06,0.002
"çñ¹øâë",1,5.00435378779538e-06,0.002
"çñæä´â",1,5.00435378779538e-06,0.002
"çò",1,5.00435378779538e-06,0.002
"çô²²",1,5.00435378779538e-06,0.002
"çöàç",1,5.00435378779538e-06,0.002
"çøµµ",1,5.00435378779538e-06,0.002
"çøº¸àú",1,5.00435378779538e-06,0.002
"è£è²à»",1,5.00435378779538e-06,0.002
"è¨¼îçîàç",1,5.00435378779538e-06,0.002
"è®½ççñ",1,5.00435378779538e-06,0.002
"è°è²à»",1,5.00435378779538e-06,0.002
"èî¾à",1,5.00435378779538e-06,0.002
"èûàô¾î",1,5.00435378779538e-06,0.002
"ú¸",1,5.00435378779538e-06,0.002
"ú¸¿¡",2,1.00087075755908e-05,0.002
"accessible",6,3.00261227267723e-05,0.012
"accountant",7,3.50304765145677e-05,0.014
"accurately",6,3.00261227267723e-05,0.012
"achieve",10,5.00435378779538e-05,0.012
"add",28,0.000140121906058271,0.05
"addition",9,4.50391840901584e-05,0.016
"ads",62,0.000310269934843314,0.038
"advertise",18,9.00783681803169e-05,0.024
"affix",1,5.00435378779538e-06,0.002
"alberta",8,4.00348303023631e-05,0.014
"almost",21,0.000105091429543703,0.036
"already",34,0.000170148028785043,0.056
"anything",40,0.000200174151511815,0.064
"appears",14,7.00609530291353e-05,0.02
"approached",6,3.00261227267723e-05,0.012
"approaching",1,5.00435378779538e-06,0.002
"asonishment",1,5.00435378779538e-06,0.002
"associate",9,4.50391840901584e-05,0.018
"assume",15,7.50653068169307e-05,0.016
"assuming",9,4.50391840901584e-05,0.016
"attained",22,0.000110095783331498,0.036
"authors",2,1.00087075755908e-05,0.004
"ave",6,3.00261227267723e-05,0.01
"batch",8,4.00348303023631e-05,0.016
"beautiful",17,8.50740143925215e-05,0.024
"believed",7,3.50304765145677e-05,0.014
"benefits",25,0.000125108844694885,0.03
"billion",24,0.000120104490907089,0.036
"bonner",1,5.00435378779538e-06,0.002
"bound",6,3.00261227267723e-05,0.012
"bucks",12,6.00522454535446e-05,0.024
"bulk",66,0.000330287349994495,0.026
"bureau",8,4.00348303023631e-05,0.016
"calculate",9,4.50391840901584e-05,0.016
"carefully",12,6.00522454535446e-05,0.022
"case",67,0.000335291703782291,0.042
"changes",11,5.50478916657492e-05,0.02
"chicago",26,0.00013011319848268,0.018
"christie",1,5.00435378779538e-06,0.002
"classified",18,9.00783681803169e-05,0.018
"comfortably",5,2.50217689389769e-05,0.01
"coming",31,0.000155134967421657,0.034
"commission",60,0.000300261227267723,0.05
"conservative",6,3.00261227267723e-05,0.012
"consumer",14,7.00609530291353e-05,0.024
"continue",39,0.00019516979772402,0.036
"continuing",8,4.00348303023631e-05,0.016
"copy",81,0.000405352656811426,0.06
"corner",9,4.50391840901584e-05,0.016
"corporation",24,0.000120104490907089,0.032
"corpus",1,5.00435378779538e-06,0.002
"costs",17,8.50740143925215e-05,0.034
"count",20,0.000100087075755908,0.02
"counting",13,6.505659924134e-05,0.014
"course",48,0.000240208981814178,0.06
"crammed",6,3.00261227267723e-05,0.012
"currency",18,9.00783681803169e-05,0.022
"cust",1,5.00435378779538e-06,0.002
"cycle",7,3.50304765145677e-05,0.014
"dan",6,3.00261227267723e-05,0.012
"dare",12,6.00522454535446e-05,0.018
"decide",21,0.000105091429543703,0.036
"dellaca",5,2.50217689389769e-05,0.01
"described",9,4.50391840901584e-05,0.018
"desk",9,4.50391840901584e-05,0.018
"detailed",13,6.505659924134e-05,0.018
"devoted",6,3.00261227267723e-05,0.012
"different",45,0.000225195920450792,0.058
"discover",34,0.000170148028785043,0.04
"disk",12,6.00522454535446e-05,0.022
"distributing",2,1.00087075755908e-05,0.004
"doubt",7,3.50304765145677e-05,0.014
"dreams",10,5.00435378779538e-05,0.018
"earnings",19,9.50827219681123e-05,0.034
"earth",4,2.00174151511815e-05,0.006
"effort",36,0.000180156736360634,0.044
"else",19,9.50827219681123e-05,0.028
"enjoy",11,5.50478916657492e-05,0.018
"enough",23,0.000115100137119294,0.046
"entering",10,5.00435378779538e-05,0.02
"envelope",16,8.00696606047261e-05,0.014
"everyone",19,9.50827219681123e-05,0.036
"example",23,0.000115100137119294,0.034
"exceedings",1,5.00435378779538e-06,0.002
"exciting",14,7.00609530291353e-05,0.026
"far",20,0.000100087075755908,0.034
"faster",10,5.00435378779538e-05,0.018
"feet",7,3.50304765145677e-05,0.014
"figure",21,0.000105091429543703,0.036
"finally",38,0.000190165443936225,0.062
"findings",6,3.00261227267723e-05,0.012
"followed",20,0.000100087075755908,0.024
"fort",6,3.00261227267723e-05,0.012
"fred",5,2.50217689389769e-05,0.01
"freedom",18,9.00783681803169e-05,0.022
"frid",1,5.00435378779538e-06,0.002
"front",15,7.50653068169307e-05,0.028
"fun",19,9.50827219681123e-05,0.026
"gainsville",1,5.00435378779538e-06,0.002
"gamble",6,3.00261227267723e-05,0.012
"gambling",8,4.00348303023631e-05,0.014
"generate",26,0.00013011319848268,0.036
"given",34,0.000170148028785043,0.042
"glad",9,4.50391840901584e-05,0.016
"goes",27,0.000135117552270475,0.03
"going",58,0.000290252519692132,0.06
"grand",18,9.00783681803169e-05,0.024
"greedy",6,3.00261227267723e-05,0.012
"grumbled",6,3.00261227267723e-05,0.012
"guarantees",10,5.00435378779538e-05,0.012
"guidlines",2,1.00087075755908e-05,0.002
"hahn",1,5.00435378779538e-06,0.002
"half",26,0.00013011319848268,0.026
"ham",1,5.00435378779538e-06,0.002
"happen",21,0.000105091429543703,0.04
"happened",9,4.50391840901584e-05,0.016
"happens",10,5.00435378779538e-05,0.02
"hav",2,1.00087075755908e-05,0.004
"hearing",11,5.50478916657492e-05,0.022
"hedland",6,3.00261227267723e-05,0.012
"heritage",4,2.00174151511815e-05,0.004
"hobby",7,3.50304765145677e-05,0.014
"honesty",10,5.00435378779538e-05,0.02
"iceberg",1,5.00435378779538e-06,0.002
"idea",27,0.000135117552270475,0.036
"ideas",20,0.000100087075755908,0.03
"ignored",17,8.50740143925215e-05,0.014
"imagined",8,4.00348303023631e-05,0.016
"increase",41,0.000205178505299611,0.056
"independent",46,0.000230200274238588,0.06
"inexpensive",7,3.50304765145677e-05,0.014
"initial",13,6.505659924134e-05,0.024
"insert",7,3.50304765145677e-05,0.014
"insider",28,0.000140121906058271,0.022
"instructed",32,0.000160139321209452,0.024
"intelligence",11,5.50478916657492e-05,0.02
"international",48,0.000240208981814178,0.042
"intructed",1,5.00435378779538e-06,0.002
"invaluable",6,3.00261227267723e-05,0.012
"investigated",8,4.00348303023631e-05,0.012
"investigation",14,7.00609530291353e-05,0.018
"involved",28,0.000140121906058271,0.042
"isn",13,6.505659924134e-05,0.024
"jody",24,0.000120104490907089,0.012
"joined",18,9.00783681803169e-05,0.02
"jumped",6,3.00261227267723e-05,0.012
"junk",8,4.00348303023631e-05,0.012
"knew",8,4.00348303023631e-05,0.016
"knowledge",35,0.000175152382572838,0.044
"lake",5,2.50217689389769e-05,0.004
"larger",10,5.00435378779538e-05,0.02
"lately",6,3.00261227267723e-05,0.012
"laugh",7,3.50304765145677e-05,0.014
"laws",24,0.000120104490907089,0.04
"lay",6,3.00261227267723e-05,0.012
"lease",9,4.50391840901584e-05,0.014
"least",52,0.00026022639696536,0.046
"lee",7,3.50304765145677e-05,0.012
"legality",7,3.50304765145677e-05,0.014
"lets",6,3.00261227267723e-05,0.012
"lie",7,3.50304765145677e-05,0.014
"limit",16,8.00696606047261e-05,0.032
"loose",7,3.50304765145677e-05,0.01
"lot",34,0.000170148028785043,0.05
"luckily",6,3.00261227267723e-05,0.012
"mailed",21,0.000105091429543703,0.018
"majority",10,5.00435378779538e-05,0.016
"many",136,0.000680592115140172,0.086
"materials",12,6.00522454535446e-05,0.022
"matter",43,0.000215187212875201,0.054
"mean",16,8.00696606047261e-05,0.03
"medium",16,8.00696606047261e-05,0.028
"mel",1,5.00435378779538e-06,0.002
"merciless",6,3.00261227267723e-05,0.012
"methods",11,5.50478916657492e-05,0.022
"millionaire",19,9.50827219681123e-05,0.02
"millions",36,0.000180156736360634,0.058
"minimal",13,6.505659924134e-05,0.022
"mitchell",12,6.00522454535446e-05,0.012
"mlm",19,9.50827219681123e-05,0.022
"modified",7,3.50304765145677e-05,0.014
"multilevel",6,3.00261227267723e-05,0.012
"myhomeontheweb",1,5.00435378779538e-06,0.002
"names",83,0.000415361364387017,0.056
"netratings",1,5.00435378779538e-06,0.002
"nice",6,3.00261227267723e-05,0.012
"nickels",1,5.00435378779538e-06,0.002
"nielsen",1,5.00435378779538e-06,0.002
"numbers",46,0.000230200274238588,0.062
"open",44,0.000220191566662997,0.072
"ordered",32,0.000160139321209452,0.03
"ordering",36,0.000180156736360634,0.02
"orders",118,0.000590513746959855,0.044
"originator",8,4.00348303023631e-05,0.016
"outside",9,4.50391840901584e-05,0.014
"overhead",1,5.00435378779538e-06,0.002
"pam",7,3.50304765145677e-05,0.014
"paper",31,0.000155134967421657,0.024
"participate",18,9.00783681803169e-05,0.024
"participation",10,5.00435378779538e-05,0.016
"passed",26,0.00013011319848268,0.036
"past",41,0.000205178505299611,0.066
"paying",28,0.000140121906058271,0.05
"pencil",6,3.00261227267723e-05,0.012
"percentages",6,3.00261227267723e-05,0.012
"place",46,0.000230200274238588,0.066
"placed",11,5.50478916657492e-05,0.02
"places",13,6.505659924134e-05,0.024
"placing",14,7.00609530291353e-05,0.014
"playing",13,6.505659924134e-05,0.026
"pocket",19,9.50827219681123e-05,0.026
"popularity",12,6.00522454535446e-05,0.012
"population",7,3.50304765145677e-05,0.012
"possible",43,0.000215187212875201,0.064
"postage",9,4.50391840901584e-05,0.018
"potential",34,0.000170148028785043,0.04
"powerful",20,0.000100087075755908,0.032
"practices",8,4.00348303023631e-05,0.014
"pretty",8,4.00348303023631e-05,0.016
"primary",15,7.50653068169307e-05,0.026
"problems",32,0.000160139321209452,0.048
"process",31,0.000155134967421657,0.042
"produce",4,2.00174151511815e-05,0.008
"profitable",36,0.000180156736360634,0.058
"profits",22,0.000110095783331498,0.036
"progress",8,4.00348303023631e-05,0.016
"prohibiting",7,3.50304765145677e-05,0.014
"prompt",19,9.50827219681123e-05,0.038
"proper",13,6.505659924134e-05,0.024
"protection",16,8.00696606047261e-05,0.03
"proved",7,3.50304765145677e-05,0.014
"radisson",9,4.50391840901584e-05,0.006
"rapidly",7,3.50304765145677e-05,0.014
"reach",29,0.000145126259846066,0.054
"ready",41,0.000205178505299611,0.068
"really",40,0.000200174151511815,0.042
"reaps",7,3.50304765145677e-05,0.014
"receives",6,3.00261227267723e-05,0.012
"recent",17,8.50740143925215e-05,0.02
"recently",28,0.000140121906058271,0.046
"reference",16,8.00696606047261e-05,0.024
"relatively",5,2.50217689389769e-05,0.01
"relatives",9,4.50391840901584e-05,0.018
"relax",6,3.00261227267723e-05,0.012
"reports",69,0.000345300411357881,0.026
"resell",12,6.00522454535446e-05,0.018
"resonded",1,5.00435378779538e-06,0.002
"responded",24,0.000120104490907089,0.014
"responses",15,7.50653068169307e-05,0.016
"rest",15,7.50653068169307e-05,0.026
"reward",10,5.00435378779538e-05,0.02
"roll",8,4.00348303023631e-05,0.014
"say",48,0.000240208981814178,0.046
"says",10,5.00435378779538e-05,0.016
"secret",40,0.000200174151511815,0.05
"sell",68,0.000340296057570086,0.068
"sequence",6,3.00261227267723e-05,0.012
"several",35,0.000175152382572838,0.044
"sheets",14,7.00609530291353e-05,0.014
"shocked",7,3.50304765145677e-05,0.014
"show",65,0.0003252829962067,0.066
"shown",18,9.00783681803169e-05,0.02
"sized",1,5.00435378779538e-06,0.002
"small",110,0.000550478916657492,0.056
"sondstrom",6,3.00261227267723e-05,0.012
"spouting",6,3.00261227267723e-05,0.012
"staggering",13,6.505659924134e-05,0.026
"startup",35,0.000175152382572838,0.01
"steps",15,7.50653068169307e-05,0.02
"strongly",23,0.000115100137119294,0.046
"success",53,0.000265230750753155,0.046
"suggest",13,6.505659924134e-05,0.022
"suppose",1,5.00435378779538e-06,0.002
"supposed",8,4.00348303023631e-05,0.016
"survey",9,4.50391840901584e-05,0.01
"susan",6,3.00261227267723e-05,0.012
"suza",6,3.00261227267723e-05,0.012
"tested",7,3.50304765145677e-05,0.014
"testimonial",3,1.50130613633861e-05,0.006
"thanks",30,0.000150130613633861,0.038
"thing",36,0.000180156736360634,0.042
"thinking",24,0.000120104490907089,0.024
"third",17,8.50740143925215e-05,0.032
"thoe",1,5.00435378779538e-06,0.002
"though",21,0.000105091429543703,0.032
"tip",8,4.00348303023631e-05,0.01
"told",15,7.50653068169307e-05,0.024
"took",21,0.000105091429543703,0.038
"totally",16,8.00696606047261e-05,0.03
"track",39,0.00019516979772402,0.054
